"250012538","lanajgdj","","","Torrisholme Square","","","","Torrisholme Square","","Torrisholme Square","","","","by","","NW","E0016027","Torrisholme","Morecambe","","Lancaster","","Torrisholme","","1","U",345762,463745,-2.8302390015,54.0667752154,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2010-05-06T10:32:00",1,"rev","act"
"250012542","lanajgdp","","","Walton Avenue","","","","Walton Avenue","","Bare Lane","","","","by","","S","E0015937","Bare","Morecambe","","Lancaster","","Bare","","0","U",345416,464189,-2.8356053343,54.0707286492,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2012-11-06T08:30:00",2,"rev","act"
"250012543","lanajgdt","","","Gardens Grove","","","","West End Road","","West End Road","","","","opp","","NE","E0015996","Morecambe","","","Lancaster","","Morecambe","","0","U",343267,464028,-2.8684104866,54.0690491894,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2016-06-20T10:58:00",2,"rev","act"
"250012544","lanajgdw","","","Fire Station","","","","Westgate","","Westgate","","","","opp","","W","E0056128","Westgate","Morecambe","","Lancaster","","Westgate","","0","U",343903,463037,-2.8585094321,54.0602133036,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2010-05-06T09:11:00",1,"rev","act"
"250012506","lanajdtp","","","Osborne Grove","","","","Acre Moss Lane","","Acre Moss Lane","","","","by","","S","E0016030","West End","Morecambe","","Lancaster","","West End (Morecambe)","","0","U",343170,463492,-2.8697918219,54.0642217075,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2016-06-22T09:55:00",2,"rev","act"
"250012210","lanagwtp","","","Our Ladys RCHS","","","","Our Ladys RCHS","","Morecambe Road","","","","by","","E","E0016017","Skerton","Lancaster","","Lancaster","","Skerton","","0","U",347675,462467,-2.8007908954,54.0554884720,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2011-02-11T15:20:00",3,"rev","act"
"250012212","lanagwtw","","","Penrhyn Road","","","","Morecambe Rd (east)/Penrhyn Road","","Morecambe Road","","","","by","","SE","E0016014","Scale Hall","Lancaster","","Lancaster","","Scale Hall","","0","U",346282,462817,-2.8221296271,54.0584902106,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2010-06-17T12:33:00",1,"rev","act"
"250012323","lanajamd","","","Pott Yeats","","","","Pott Yeats","","Littledale Road","","","","o/s","","SE","E0015958","Crossgill","","","Lancaster","","Crossgill","","0","U",354899,462270,-2.6904197209,54.0544023065,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2010-06-17T12:57:00",1,"rev","act"
"250012161","lanagwmt","","","Lancaster and Morecambe College","","","","Lancaster & Morecambe Coll","","Morecambe Road","","","","opp","","NW","E0016031","White Lund","Morecambe","","Lancaster","","White Lund","","0","U",345960,463071,-2.8270935451,54.0607390829,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2016-11-29T07:36:00",3,"rev","act"
"250012223","lanajadg","","","Scale Hall Lane","","","","Scale Hall Lane","","Scale Hall Lane","","","","by","","SW","E0016014","Scale Hall","Lancaster","","Lancaster","","Scale Hall","","0","U",346638,462644,-2.8166612031,54.0569725776,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2010-05-06T10:35:00",1,"rev","act"
"250012225","lanajadj","","","Lily Grove","","","","Lily Grove","","Scotforth Road","","","","opp","","N","E0016025","Greaves","Lancaster","","Lancaster","","Greaves","","0","U",348015,460158,-2.7952013491,54.0347726218,"BCT","MKD","TIP","","","","087","2006-08-24T00:00:00","2015-05-13T13:26:00",2,"rev","act"
